number	source	itemNum	status	優先順位	day	Part	word	tittle	audioFile	pronunciation	meaning	audioPath	exampleFile	example
317	キクタンTOEIC TEST SCORE 990	0317		動詞：超必修112	20	"2,3"	misplace	～を置き間違える、～を置き忘れる	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter2\day20\misplace.mp3	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter2\day20\pronunciation\misplace.PNG	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter2\day20\meaning\misplace.PNG	/Users/motoyama/Documents/TOEIC/PastQuestions/	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter2\day20\sentence\misplace.mp3	
318	キクタンTOEIC TEST SCORE 990	0318		動詞：超必修112	20	1	mow	"（草など）を刈る、刈り取る
mower：草刈り機、芝刈り機"	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter2\day20\mow.mp3	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter2\day20\pronunciation\mow.PNG	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter2\day20\meaning\mow.PNG	/Users/motoyama/Documents/TOEIC/PastQuestions/	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter2\day20\sentence\mow.mp3	
319	キクタンTOEIC TEST SCORE 990	0319		動詞：超必修112	20	"5,6"	oversee	"（仕事・作業員など）を監督［監視］する（≒watch over, supervise）"	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter2\day20\oversee.mp3	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter2\day20\pronunciation\oversee.PNG	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter2\day20\meaning\oversee.PNG	/Users/motoyama/Documents/TOEIC/PastQuestions/	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter2\day20\sentence\oversee.mp3	
320	キクタンTOEIC TEST SCORE 990	0320		動詞：超必修112	20	"5,6"	publicize	"～を公表［広告、宣伝］する、公にする（≒announce, advertise）"	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter2\day20\publicize.mp3	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter2\day20\pronunciation\publicize.PNG	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter2\day20\meaning\publicize.PNG	/Users/motoyama/Documents/TOEIC/PastQuestions/	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter2\day20\sentence\publicize.mp3	
321	キクタンTOEIC TEST SCORE 990	0321		動詞：超必修112	21	"5,6"	withstand	～によく耐える、持ちこたえる、抵抗する（≒bear）	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter2\day21\withstand.mp3	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter2\day21\pronunciation\withstand.PNG	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter2\day21\meaning\withstand.PNG	/Users/motoyama/Documents/TOEIC/PastQuestions/	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter2\day21\sentence\withstand.mp3	
322	キクタンTOEIC TEST SCORE 990	0322		動詞：超必修112	21	"5,6"	accelerate	"?～を加速［促進］する（≒hasten, facilitate, expe dite）　?加速する
（⇔decelerate）"	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter2\day21\accelerate.mp3	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter2\day21\pronunciation\accelerate.PNG	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter2\day21\meaning\accelerate.PNG	/Users/motoyama/Documents/TOEIC/PastQuestions/	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter2\day21\sentence\accelerate.mp3	
323	キクタンTOEIC TEST SCORE 990	0323		動詞：超必修112	21	"5,6"	distract	"（人）の気を（…から）散らす、（注意など）を（…から）散らす、そらす（from
. . .）（⇔attract）"	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter2\day21\distract.mp3	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter2\day21\pronunciation\distract.PNG	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter2\day21\meaning\distract.PNG	/Users/motoyama/Documents/TOEIC/PastQuestions/	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter2\day21\sentence\distract.mp3	
324	キクタンTOEIC TEST SCORE 990	0324		動詞：超必修112	21	7	shred	"～を細かく切る［刻む］、シュレッダーにかける
?切れ端、断片　?（a shred of ～で）わずかな～"	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter2\day21\shred.mp3	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter2\day21\pronunciation\shred.PNG	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter2\day21\meaning\shred.PNG	/Users/motoyama/Documents/TOEIC/PastQuestions/	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter2\day21\sentence\shred.mp3	
325	キクタンTOEIC TEST SCORE 990	0325		動詞：超必修112	21	7	solicit	"?（援助・金銭など）を（…に）求める、懇願する（from . . .）（≒ask for）　
?～を訪問販売する"	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter2\day21\solicit.mp3	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter2\day21\pronunciation\solicit.PNG	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter2\day21\meaning\solicit.PNG	/Users/motoyama/Documents/TOEIC/PastQuestions/	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter2\day21\sentence\solicit.mp3	
326	キクタンTOEIC TEST SCORE 990	0326		動詞：超必修112	21	7	cater	"?（宴会などの）仕出しをする、料理を賄う（for ～）　?（cater to [for]
で）～に必要な物を提供する、～の要求を満たす"	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter2\day21\cater.mp3	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter2\day21\pronunciation\cater.PNG	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter2\day21\meaning\cater.png	/Users/motoyama/Documents/TOEIC/PastQuestions/	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter2\day21\sentence\cater.mp3	
327	キクタンTOEIC TEST SCORE 990	0327		動詞：超必修112	21	7	detach	～を（…から）引き［切り］離す、取り外す（from . . .）（⇔attach）	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter2\day21\detach.mp3	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter2\day21\pronunciation\detach.PNG	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter2\day21\meaning\detach.PNG	/Users/motoyama/Documents/TOEIC/PastQuestions/	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter2\day21\sentence\detach.mp3	
328	キクタンTOEIC TEST SCORE 990	0328		動詞：超必修112	21	7	revitalize	～に再び活気を与える	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter2\day21\revitalize.mp3	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter2\day21\pronunciation\revitalize.PNG	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter2\day21\meaning\revitalize.PNG	/Users/motoyama/Documents/TOEIC/PastQuestions/	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter2\day21\sentence\revitalize.mp3	
329	キクタンTOEIC TEST SCORE 990	0329		動詞：超必修112	21	"5,6"	showcase	"～を展示［陳列、披露、紹介］する（≒exhibit, display）
?披露の場　?陳列用ガラスケース"	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter2\day21\showcase.mp3	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter2\day21\pronunciation\showcase.PNG	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter2\day21\meaning\showcase.PNG	/Users/motoyama/Documents/TOEIC/PastQuestions/	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter2\day21\sentence\showcase.mp3	
330	キクタンTOEIC TEST SCORE 990	0330		動詞：超必修112	21	1	sip	"?～をちびちび飲む　?（～を）ちびちび飲む（on [at] ～）
（飲み物の）一口（の量）"	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter2\day21\sip.mp3	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter2\day21\pronunciation\sip.PNG	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter2\day21\meaning\sip.PNG	/Users/motoyama/Documents/TOEIC/PastQuestions/	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter2\day21\sentence\sip.mp3	
331	キクタンTOEIC TEST SCORE 990	0331		動詞：超必修112	21	1	stroll	"散歩［散策］する、ぶらつく
散歩
stroller： ?散歩する人　?ベビーカー"	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter2\day21\stroll.mp3	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter2\day21\pronunciation\stroll.PNG	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter2\day21\meaning\stroll.png	/Users/motoyama/Documents/TOEIC/PastQuestions/	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter2\day21\sentence\stroll.mp3	
332	キクタンTOEIC TEST SCORE 990	0332		動詞：超必修112	21	"5,6"	invigorate	"～を活性化させる（≒revitalize, energize）"	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter2\day21\invigorate.mp3	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter2\day21\pronunciation\invigorate.PNG	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter2\day21\meaning\invigorate.PNG	/Users/motoyama/Documents/TOEIC/PastQuestions/	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter2\day21\sentence\invigorate.mp3	
333	キクタンTOEIC TEST SCORE 990	0333		動詞：超必修112	21	"5,6"	outweigh	（重要性などで）～より大きい、～を上回る、～に勝る	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter2\day21\outweigh.mp3	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter2\day21\pronunciation\outweigh.PNG	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter2\day21\meaning\outweigh.PNG	/Users/motoyama/Documents/TOEIC/PastQuestions/	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter2\day21\sentence\outweigh.mp3	
334	キクタンTOEIC TEST SCORE 990	0334		動詞：超必修112	21	7	redeem	"?（名誉など）を（苦労して）回復［挽回］する、取り［買い］戻す　?（引
換券など）を現金［商品］に換える"	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter2\day21\redeem.mp3	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter2\day21\pronunciation\redeem.PNG	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter2\day21\meaning\redeem.png	/Users/motoyama/Documents/TOEIC/PastQuestions/	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter2\day21\sentence\redeem.mp3	
335	キクタンTOEIC TEST SCORE 990	0335		動詞：超必修112	21	4	evacuate	?～を（…から）避難させる（from . . .）　?避難する	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter2\day21\evacuate.mp3	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter2\day21\pronunciation\evacuate.PNG	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter2\day21\meaning\evacuate.PNG	/Users/motoyama/Documents/TOEIC/PastQuestions/	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter2\day21\sentence\evacuate.mp3	
336	キクタンTOEIC TEST SCORE 990	0336		動詞：超必修112	21	"5,6"	diversify	"?（～に）事業［投資］を広げる（into ～）　?（投資）を多角的にする　
?～を多様化する"	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter2\day21\diversify.mp3	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter2\day21\pronunciation\diversify.PNG	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter2\day21\meaning\diversify.png	/Users/motoyama/Documents/TOEIC/PastQuestions/	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter2\day21\sentence\diversify.mp3	
337	キクタンTOEIC TEST SCORE 990	0337		動詞：超必修112	22	7	certify	?～を証明［保証］する　?～に免許状［証明書］を与える	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter2\day22\certify.mp3	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter2\day22\pronunciation\certify.PNG	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter2\day22\meaning\certify.png	/Users/motoyama/Documents/TOEIC/PastQuestions/	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter2\day22\sentence\certify.mp3	
338	キクタンTOEIC TEST SCORE 990	0338		動詞：超必修112	22	"5,6"	conserve	"?～を保護［保存］する（≒preserve）　?（エネルギーなど）を節約して
使う"	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter2\day22\conserve.mp3	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter2\day22\pronunciation\conserve.PNG	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter2\day22\meaning\conserve.PNG	/Users/motoyama/Documents/TOEIC/PastQuestions/	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter2\day22\sentence\conserve.mp3	
339	キクタンTOEIC TEST SCORE 990	0339		動詞：超必修112	22	7	downsize	"（人員など）を削減［縮小］する（≒reduce, decrease, lower, curtail）"	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter2\day22\downsize.mp3	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter2\day22\pronunciation\downsize.PNG	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter2\day22\meaning\downsize.PNG	/Users/motoyama/Documents/TOEIC/PastQuestions/	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter2\day22\sentence\downsize.mp3	
340	キクタンTOEIC TEST SCORE 990	0340		動詞：超必修112	22	"5,6"	constitute	"～を構成する、～の一部を成す（≒make up, comprise）"	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter2\day22\constitute.mp3	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter2\day22\pronunciation\constitute.PNG	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter2\day22\meaning\constitute.PNG	/Users/motoyama/Documents/TOEIC/PastQuestions/	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter2\day22\sentence\constitute.mp3	
341	キクタンTOEIC TEST SCORE 990	0341		動詞：超必修112	22	"5,6"	enforce	"?（法律など）を守らせる、施行［実施］する　?（行為など）を（…に）強
要する（on . . .）"	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter2\day22\enforce.mp3	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter2\day22\pronunciation\enforce.PNG	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter2\day22\meaning\enforce.PNG	/Users/motoyama/Documents/TOEIC/PastQuestions/	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter2\day22\sentence\enforce.mp3	
342	キクタンTOEIC TEST SCORE 990	0342		動詞：超必修112	22	"5,6"	vary	"?（～の点で）異なる、さまざまである（in ～）　?変わる　 ?～を変える
（≒change）"	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter2\day22\vary.mp3	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter2\day22\pronunciation\vary.PNG	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter2\day22\meaning\vary.png	/Users/motoyama/Documents/TOEIC/PastQuestions/	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter2\day22\sentence\vary.mp3	
343	キクタンTOEIC TEST SCORE 990	0343		動詞：超必修112	22	"5,6"	cease	"?～を中止する、やめる（≒stop）　?（cease to do [doing]で）～しなく
なる、～することをやめる　 ?終わる
終止　 通例、without cease（絶え間なく）の形で使われる"	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter2\day22\cease.mp3	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter2\day22\pronunciation\cease.PNG	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter2\day22\meaning\cease.PNG	/Users/motoyama/Documents/TOEIC/PastQuestions/	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter2\day22\sentence\cease.mp3	
344	キクタンTOEIC TEST SCORE 990	0344		動詞：超必修112	22	"5,6"	dine	（～と）食事をする（with ～）	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter2\day22\dine.mp3	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter2\day22\pronunciation\dine.PNG	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter2\day22\meaning\dine.png	/Users/motoyama/Documents/TOEIC/PastQuestions/	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter2\day22\sentence\dine.mp3	
345	キクタンTOEIC TEST SCORE 990	0345		動詞：超必修112	22	"5,6"	presume	"?（恐らく）～だと考える、思う（≒suppose, as sume）　?（be presumed
to doで）～すると考えられている　 resume（～を再開する）と混同しないよう
に注意"	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter2\day22\presume.mp3	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter2\day22\pronunciation\presume.PNG	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter2\day22\meaning\presume.PNG	/Users/motoyama/Documents/TOEIC/PastQuestions/	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter2\day22\sentence\presume.mp3	
346	キクタンTOEIC TEST SCORE 990	0346		動詞：超必修112	22	"5,6"	broaden	?（視野・範囲など）を広げる［深める］　?広がる	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter2\day22\broaden.mp3	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter2\day22\pronunciation\broaden.PNG	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter2\day22\meaning\broaden.png	/Users/motoyama/Documents/TOEIC/PastQuestions/	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter2\day22\sentence\broaden.mp3	
347	キクタンTOEIC TEST SCORE 990	0347		動詞：超必修112	22	"5,6"	maximize	～を最大にする（⇔minimize）	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter2\day22\maximize.mp3	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter2\day22\pronunciation\maximize.PNG	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter2\day22\meaning\maximize.PNG	/Users/motoyama/Documents/TOEIC/PastQuestions/	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter2\day22\sentence\maximize.mp3	
348	キクタンTOEIC TEST SCORE 990	0348		動詞：超必修112	22	7	regulate	"?～を規制［統制、管理］する（≒control）　?～を調節［調整］する
（≒adjust）"	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter2\day22\regulate.mp3	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter2\day22\pronunciation\regulate.PNG	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter2\day22\meaning\regulate.PNG	/Users/motoyama/Documents/TOEIC/PastQuestions/	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter2\day22\sentence\regulate.mp3	
349	キクタンTOEIC TEST SCORE 990	0349		動詞：超必修112	22	"5,6"	restrain	"?～を抑制する、抑える（≒curb, limit）　?（restrain oneself from
doingで）～するのを我慢［自制］する"	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter2\day22\restrain.mp3	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter2\day22\pronunciation\restrain.PNG	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter2\day22\meaning\restrain.PNG	/Users/motoyama/Documents/TOEIC/PastQuestions/	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter2\day22\sentence\restrain.mp3	
350	キクタンTOEIC TEST SCORE 990	0350		動詞：超必修112	22	"5,6"	safeguard	"～を（…から）保護する、守る（against [from] . . .）（≒protect）
（～に対する）予防手段［措置］（against ～）（≒precaution）"	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter2\day22\safeguard.mp3	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter2\day22\pronunciation\safeguard.PNG	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter2\day22\meaning\safeguard.PNG	/Users/motoyama/Documents/TOEIC/PastQuestions/	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter2\day22\sentence\safeguard.mp3	
351	キクタンTOEIC TEST SCORE 990	0351		動詞：超必修112	22	4	soar	?（物価・温度などが）急上昇する、急騰する　?（空高く）舞い上がる	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter2\day22\soar.mp3	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter2\day22\pronunciation\soar.PNG	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter2\day22\meaning\soar.PNG	/Users/motoyama/Documents/TOEIC/PastQuestions/	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter2\day22\sentence\soar.mp3	
352	キクタンTOEIC TEST SCORE 990	0352		動詞：超必修112	22	"5,6"	speculate	"?～だと推測する　?（speculate on [about]で）～について推測する　
?（speculate inで）（株など）に投機する、～を思惑買い［売り］する"	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter2\day22\speculate.mp3	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter2\day22\pronunciation\speculate.PNG	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter2\day22\meaning\speculate.PNG	/Users/motoyama/Documents/TOEIC/PastQuestions/	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter2\day22\sentence\speculate.mp3	
353	キクタンTOEIC TEST SCORE 990	0353		形容詞：超必修112	23	4	complimentary	"?無料の（≒free）　?好意的な、称賛［敬意］を表す　
complementary（補足的な）と混同しないように注意"	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter3\day23\complimentary.mp3	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter3\day23\pronunciation\complimentary.PNG	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter3\day23\meaning\complimentary.PNG	/Users/motoyama/Documents/TOEIC/PastQuestions/	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter3\day23\sentence\complimentary.mp3	
354	キクタンTOEIC TEST SCORE 990	0354		形容詞：超必修112	23	"5,6"	consecutive	"連続した（≒straight, successive）"	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter3\day23\consecutive.mp3	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter3\day23\pronunciation\consecutive.PNG	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter3\day23\meaning\consecutive.PNG	/Users/motoyama/Documents/TOEIC/PastQuestions/	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter3\day23\sentence\consecutive.mp3	
355	キクタンTOEIC TEST SCORE 990	0355		形容詞：超必修112	23	"5,6"	intensive	?集中的な、徹底的な　?（農業が）集約的な	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter3\day23\intensive.mp3	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter3\day23\pronunciation\intensive.PNG	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter3\day23\meaning\intensive.PNG	/Users/motoyama/Documents/TOEIC/PastQuestions/	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter3\day23\sentence\intensive.mp3	
356	キクタンTOEIC TEST SCORE 990	0356		形容詞：超必修112	23	"5,6"	adjacent	"（～に）隣接した（to ～）（≒next）、近隣の（≒nearby, neighboring）"	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter3\day23\adjacent.mp3	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter3\day23\pronunciation\adjacent.PNG	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter3\day23\meaning\adjacent.PNG	/Users/motoyama/Documents/TOEIC/PastQuestions/	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter3\day23\sentence\adjacent.mp3	
357	キクタンTOEIC TEST SCORE 990	0357		形容詞：超必修112	23	"5,6"	confidential	秘密［内密］の	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter3\day23\confidential.mp3	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter3\day23\pronunciation\confidential.PNG	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter3\day23\meaning\confidential.PNG	/Users/motoyama/Documents/TOEIC/PastQuestions/	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter3\day23\sentence\confidential.mp3	
358	キクタンTOEIC TEST SCORE 990	0358		形容詞：超必修112	23	7	prestigious	名声のある、一流の	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter3\day23\prestigious.mp3	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter3\day23\pronunciation\prestigious.PNG	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter3\day23\meaning\prestigious.PNG	/Users/motoyama/Documents/TOEIC/PastQuestions/	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter3\day23\sentence\prestigious.mp3	
